Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Justin Holiday,SG,33,ATL,28,0,14.7,1.7,4.5,.384,1.1,3.1,.345,0.6,1.4,.474,.504,0.0,0.0,0,0.1,0.8,0.8,0.9,0.2,0.4,0.4,1.3,4.5
Justin Holiday,SG,33,DAL,4,2,19.0,1.8,4.3,.412,1.8,3.8,.467,0.0,0.5,.000,.618,0.0,0.5,.000,0.3,1.3,1.5,0.8,1.0,0.8,0.5,2.0,5.3
Richaun Holmes,C,29,SAC,35,1,8.7,1.3,2.0,.681,0.1,0.1,.750,1.3,1.9,.677,.703,0.4,0.5,.824,0.7,1.3,2.0,0.1,0.1,0.3,0.4,1.3,3.2
Al Horford,C,36,BOS,50,50,30.8,3.6,7.4,.481,2.2,4.9,.445,1.4,2.5,.551,.628,0.3,0.4,.737,1.2,5.0,6.2,2.7,0.5,0.9,0.6,1.9,9.6
Talen Horton-Tucker,SG,22,UTA,50,5,17.4,2.9,7.2,.408,0.7,2.6,.273,2.2,4.5,.487,.458,1.3,1.8,.753,0.4,2.2,2.7,3.0,0.6,0.5,1.6,1.5,7.9
Danuel House Jr.,SF,29,PHI,39,2,14.5,1.5,3.2,.456,0.6,1.9,.320,0.8,1.3,.660,.552,0.8,1.1,.714,0.2,1.5,1.7,0.7,0.2,0.2,0.4,1.2,4.3
Caleb Houstan,SF,20,ORL,36,2,15.6,1.4,3.5,.405,0.9,2.5,.382,0.5,1.0,.459,.540,0.3,0.4,.846,0.7,1.5,2.1,0.5,0.2,0.1,0.3,1.4,4.1
Trevor Hudgins,PG,23,HOU,5,0,5.6,0.4,1.8,.222,0.4,1.6,.250,0.0,0.2,.000,.333,0.6,0.6,1.000,0.0,0.0,0.0,0.6,0.0,0.0,0.2,0.2,1.8
Kevin Huerter,SG,24,SAC,59,59,30.0,5.4,11.3,.481,2.6,6.6,.390,2.8,4.6,.612,.596,1.3,1.8,.713,0.6,2.7,3.3,2.9,1.1,0.3,1.5,2.5,14.7
De'Andre Hunter,SF,25,ATL,53,53,31.8,5.6,12.2,.462,1.6,4.3,.370,4.0,7.8,.513,.528,2.8,3.4,.826,0.6,3.7,4.3,1.4,0.5,0.2,1.2,3.0,15.6
Bones Hyland,PG,22,TOT,47,1,19.0,3.9,10.0,.391,2.0,5.5,.371,1.9,4.5,.415,.493,1.7,2.0,.859,0.3,1.9,2.2,2.8,0.7,0.3,1.5,1.7,11.6
Bones Hyland,PG,22,DEN,42,1,19.5,4.1,10.3,.399,2.2,5.7,.378,2.0,4.6,.425,.503,1.7,2.0,.866,0.2,1.8,2.0,3.0,0.7,0.3,1.6,1.6,12.1
Bones Hyland,PG,22,LAC,5,0,14.2,2.2,7.4,.297,1.0,3.6,.278,1.2,3.8,.316,.365,1.6,2.0,.800,1.2,2.4,3.6,1.6,0.6,0.0,0.6,3.2,7.0
Serge Ibaka,C,33,MIL,16,0,11.6,1.6,3.4,.481,0.4,1.1,.333,1.3,2.3,.556,.537,0.5,0.8,.615,0.9,1.8,2.8,0.3,0.1,0.4,0.7,1.4,4.1
Andre Iguodala,SF,39,GSW,3,0,14.0,1.0,1.3,.750,0.3,0.7,.500,0.7,0.7,1.000,.875,0.0,0.0,0,0.3,2.0,2.3,1.7,0.3,0.3,1.7,1.7,2.3
Joe Ingles,SF,35,MIL,29,0,22.4,2.2,5.6,.398,1.6,4.4,.354,0.7,1.2,.559,.537,0.4,0.5,.800,0.3,2.6,2.9,3.0,0.6,0.2,1.1,1.8,6.4
Brandon Ingram,SF,25,NOP,29,29,33.0,8.4,18.2,.465,1.6,4.1,.390,6.9,14.1,.487,.509,4.8,5.5,.869,0.4,4.7,5.1,4.7,0.7,0.4,3.2,2.7,23.3
Kyrie Irving,PG,30,TOT,48,48,37.0,9.9,20.2,.491,3.3,8.5,.381,6.7,11.7,.571,.572,3.9,4.4,.887,1.0,4.1,5.1,5.5,1.1,0.8,2.2,2.8,27.0
Kyrie Irving,PG,30,BRK,40,40,37.0,10.0,20.5,.486,3.3,8.7,.374,6.7,11.8,.569,.565,4.0,4.5,.883,1.0,4.2,5.1,5.3,1.0,0.8,2.3,2.7,27.1
Kyrie Irving,PG,30,DAL,8,8,37.5,9.8,18.8,.520,3.3,7.6,.426,6.5,11.1,.584,.607,3.9,4.3,.912,1.4,3.6,5.0,6.8,1.3,0.5,2.0,3.3,26.6
Jonathan Isaac,PF,25,ORL,11,0,11.3,2.0,4.8,.415,0.5,1.4,.400,1.5,3.5,.421,.472,0.5,0.8,.556,1.4,2.6,4.0,0.5,1.3,0.4,0.4,0.5,5.0
Jaden Ivey,SG,20,DET,58,57,30.1,5.2,12.3,.422,1.4,4.2,.339,3.8,8.1,.465,.480,3.5,4.9,.723,1.0,2.9,3.9,4.6,0.9,0.3,2.9,3.1,15.4
Frank Jackson,PG,24,UTA,1,0,5.0,0.0,3.0,.000,0.0,1.0,.000,0.0,2.0,.000,.000,0.0,0.0,0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
Isaiah Jackson,C,21,IND,46,5,15.3,2.6,4.6,.561,0.0,0.3,.167,2.5,4.3,.585,.566,1.5,2.3,.648,1.4,2.5,3.9,0.9,0.4,1.5,0.8,2.2,6.7
Jaren Jackson Jr.,C,23,MEM,45,45,27.4,6.0,12.1,.493,1.5,4.4,.338,4.5,7.7,.581,.554,3.3,4.2,.786,1.7,4.9,6.6,0.8,1.0,3.3,1.5,3.4,16.7
Justin Jackson,SF,27,BOS,23,0,4.7,0.3,1.2,.259,0.2,0.9,.250,0.1,0.3,.286,.352,0.0,0.1,.500,0.1,0.7,0.7,0.4,0.2,0.2,0.1,0.3,0.9
Quenton Jackson,PG,24,WAS,3,0,2.7,0.7,1.0,.667,0.3,0.7,.500,0.3,0.3,1.000,.833,0.0,0.0,0,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.3,1.7
Reggie Jackson,PG,32,TOT,57,38,25.2,3.9,9.7,.407,1.5,4.3,.339,2.5,5.4,.461,.482,1.1,1.3,.903,0.4,1.8,2.2,3.5,0.8,0.1,1.8,1.8,10.5
Reggie Jackson,PG,32,LAC,52,38,25.7,4.1,9.8,.418,1.5,4.2,.350,2.6,5.6,.469,.493,1.2,1.3,.924,0.4,1.8,2.2,3.5,0.7,0.1,1.8,1.8,10.9
Reggie Jackson,PG,32,DEN,5,0,20.2,2.2,8.2,.268,1.2,5.0,.240,1.0,3.2,.313,.341,0.8,1.2,.667,0.2,1.4,1.6,3.4,1.0,0.2,1.2,1.6,6.4
LeBron James,PF,38,LAL,47,47,36.1,11.3,22.6,.501,2.1,6.9,.308,9.2,15.7,.587,.549,4.8,6.3,.759,1.2,7.2,8.4,6.9,0.9,0.6,3.1,1.7,29.5
Ty Jerome,SG,25,GSW,42,2,18.5,2.7,5.5,.494,0.8,2.0,.381,2.0,3.5,.557,.562,0.9,0.9,.923,0.2,1.6,1.8,3.1,0.5,0.1,0.7,1.5,7.1
Isaiah Joe,SG,23,OKC,55,6,17.0,3.0,6.3,.474,2.3,5.1,.446,0.7,1.2,.588,.654,0.9,1.1,.823,0.3,1.9,2.3,1.2,0.6,0.1,0.5,1.5,9.2
Alize Johnson,PF,26,SAS,4,0,7.5,0.8,1.5,.500,0.0,0.5,.000,0.8,1.0,.750,.500,0.3,0.5,.500,0.5,2.0,2.5,0.3,0.3,0.0,1.0,0.8,1.8
Cameron Johnson,PF,26,TOT,25,24,26.5,5.4,11.4,.475,2.7,6.6,.415,2.7,4.8,.558,.595,2.0,2.5,.810,0.7,3.1,3.8,1.5,1.1,0.4,0.7,2.0,15.6
Cameron Johnson,PF,26,PHO,17,16,25.2,4.8,10.2,.474,2.6,5.8,.455,2.2,4.4,.500,.604,1.6,1.9,.818,0.8,3.0,3.8,1.5,0.9,0.4,0.6,1.7,13.9
Cameron Johnson,PF,26,BRK,8,8,29.1,6.6,13.9,.477,2.9,8.1,.354,3.8,5.8,.652,.581,3.0,3.8,.800,0.4,3.4,3.8,1.5,1.5,0.4,0.9,2.5,19.1
Jalen Johnson,SF,21,ATL,58,6,14.5,2.1,4.2,.484,0.4,1.4,.280,1.7,2.8,.585,.530,0.7,1.1,.661,0.7,3.1,3.8,1.0,0.5,0.4,0.5,1.4,5.2
James Johnson,PF,35,IND,12,1,8.2,0.8,2.3,.370,0.3,0.8,.300,0.6,1.4,.412,.426,0.3,0.3,.750,0.2,1.2,1.3,0.6,0.3,0.4,0.4,2.0,2.2
Keldon Johnson,SF,23,SAS,55,55,32.7,7.9,17.5,.450,2.1,6.5,.320,5.8,11.0,.526,.509,4.1,5.3,.769,0.8,4.0,4.8,2.8,0.7,0.2,2.1,1.9,21.8
Keon Johnson,SG,20,POR,33,0,9.6,1.5,4.1,.375,0.7,1.8,.361,0.9,2.3,.387,.456,0.4,0.7,.545,0.2,0.8,1.1,1.1,0.5,0.1,1.0,1.1,4.1
Stanley Johnson,SF,26,SAS,30,0,15.6,2.2,4.1,.533,0.6,1.3,.450,1.6,2.7,.573,.607,0.9,1.3,.667,0.7,2.4,3.2,2.2,0.5,0.2,1.1,1.6,5.8
Nikola Jokić,C,27,DEN,56,56,33.6,9.3,14.7,.634,0.8,2.0,.398,8.5,12.7,.671,.661,5.0,6.1,.819,2.3,9.5,11.8,10.0,1.3,0.7,3.5,2.6,24.5
Carlik Jones,PG,25,CHI,2,0,11.5,0.5,2.5,.200,0.0,0.5,.000,0.5,2.0,.250,.200,0.5,2.0,.250,0.5,1.0,1.5,1.0,0.0,0.0,0.5,0.5,1.5
Damian Jones,C,27,TOT,25,1,8.7,1.0,1.8,.591,0.0,0.1,.000,1.0,1.6,.634,.591,0.7,0.9,.739,0.8,1.8,2.6,0.2,0.1,0.6,0.4,0.9,2.8
Damian Jones,C,27,LAL,22,1,8.0,0.9,1.7,.541,0.0,0.1,.000,0.9,1.5,.588,.541,0.7,0.9,.750,0.8,1.7,2.5,0.2,0.1,0.5,0.4,0.8,2.5
Damian Jones,C,27,UTA,3,0,13.7,2.0,2.3,.857,0.0,0.0,0,2.0,2.3,.857,.857,0.7,1.0,.667,1.0,2.3,3.3,0.3,0.0,1.3,0.7,2.0,4.7
Derrick Jones Jr.,SF,25,CHI,49,0,14.4,1.8,3.6,.506,0.4,1.1,.327,1.4,2.4,.588,.557,1.1,1.4,.794,1.0,1.5,2.5,0.6,0.4,0.6,0.4,1.4,5.1
Herbert Jones,SF,24,NOP,48,48,28.8,3.3,7.5,.442,0.7,2.5,.283,2.6,5.0,.521,.489,1.9,2.6,.744,1.4,2.5,3.9,2.2,1.6,0.7,1.3,3.2,9.3
Kai Jones,C,22,CHO,31,0,9.2,1.1,2.1,.530,0.1,0.4,.250,1.0,1.7,.593,.553,0.3,0.5,.714,0.7,1.3,1.9,0.2,0.3,0.4,0.4,1.2,2.7
Tre Jones,PG,23,SAS,53,52,29.2,4.9,11.2,.434,0.7,2.5,.263,4.2,8.7,.483,.463,2.2,2.4,.891,0.8,2.8,3.6,6.2,1.3,0.2,1.7,1.5,12.5
Tyus Jones,PG,26,MEM,62,9,22.6,3.6,8.4,.430,1.4,3.8,.374,2.2,4.5,.477,.515,0.9,1.2,.806,0.4,1.8,2.2,4.5,1.0,0.1,0.9,0.4,9.6
DeAndre Jordan,C,34,DEN,35,5,14.3,2.1,2.8,.773,0.0,0.0,1.000,2.1,2.7,.771,.778,0.5,1.2,.439,1.2,3.6,4.8,0.9,0.2,0.6,1.2,1.9,4.8
Cory Joseph,PG,31,DET,44,2,16.2,1.7,4.3,.387,0.6,2.0,.315,1.0,2.3,.451,.461,0.7,0.9,.769,0.2,1.1,1.4,3.2,0.5,0.1,0.7,1.5,4.7
Nikola Jović,PF,19,MIA,15,8,13.6,1.9,4.6,.406,0.5,2.3,.229,1.3,2.3,.588,.464,1.2,1.3,.947,0.6,1.5,2.1,0.7,0.5,0.1,0.7,1.3,5.5
Johnny Juzang,SF,21,UTA,2,0,10.0,1.0,3.5,.286,0.5,2.5,.200,0.5,1.0,.500,.357,0.0,1.0,.000,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,2.5
Mfiondu Kabengele,PF,25,BOS,2,0,7.0,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.0,0.0,0,1.5,1.0,2.5,0.0,0.0,0.0,0.5,1.5,1.0
Frank Kaminsky,C,29,TOT,31,0,6.7,0.8,1.7,.491,0.4,0.9,.393,0.5,0.8,.600,.594,0.5,0.5,.875,0.1,1.3,1.4,0.9,0.2,0.1,0.3,0.7,2.5
Frank Kaminsky,C,29,ATL,26,0,6.8,1.0,1.7,.568,0.4,0.9,.478,0.5,0.8,.667,.693,0.4,0.5,.833,0.1,1.3,1.4,0.8,0.2,0.0,0.3,0.8,2.7
Frank Kaminsky,C,29,HOU,5,0,6.4,0.2,1.8,.111,0.0,1.0,.000,0.2,0.8,.250,.111,0.8,0.8,1.000,0.2,1.4,1.6,1.4,0.2,0.4,0.0,0.2,1.2
Trevor Keels,SG,19,NYK,2,0,2.0,0.5,1.5,.333,0.5,1.5,.333,0.0,0.0,0,.500,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5
Luke Kennard,SG,26,TOT,41,11,20.8,2.7,5.9,.450,1.7,3.8,.446,1.0,2.1,.459,.595,0.6,0.6,.958,0.2,2.1,2.2,1.1,0.5,0.1,0.8,1.4,7.6
Luke Kennard,SG,26,LAC,35,11,20.7,2.8,6.0,.464,1.7,3.8,.447,1.1,2.3,.494,.604,0.5,0.6,.950,0.2,2.2,2.4,1.1,0.5,0.1,0.9,1.3,7.8
Luke Kennard,SG,26,MEM,6,0,21.3,1.8,5.2,.355,1.8,4.2,.440,0.0,1.0,.000,.532,0.7,0.7,1.000,0.2,1.3,1.5,1.2,0.2,0.0,0.3,1.7,6.2
Walker Kessler,C,21,UTA,61,27,21.9,3.6,5.0,.713,0.0,0.0,1.000,3.6,5.0,.712,.715,1.1,2.0,.533,3.0,5.1,8.1,0.8,0.4,2.2,0.8,2.3,8.3
Braxton Key,SF,25,DET,3,0,3.0,0.3,0.3,1.000,0.0,0.0,0,0.3,0.3,1.000,1.000,0.7,0.7,1.000,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,1.3
Corey Kispert,SF,23,WAS,54,32,26.9,3.3,6.8,.478,1.9,4.5,.413,1.4,2.3,.603,.614,0.9,1.1,.864,0.4,2.3,2.7,1.2,0.6,0.1,0.7,1.3,9.3
Maxi Kleber,C,31,DAL,24,0,25.3,2.4,4.8,.504,1.1,3.0,.380,1.3,1.8,.705,.622,0.5,0.8,.600,0.8,2.7,3.5,1.1,0.3,1.0,0.5,2.3,6.5
Nathan Knight,PF,25,MIN,34,0,8.1,1.3,2.2,.573,0.2,0.6,.381,1.0,1.6,.648,.627,1.1,1.6,.679,0.6,0.9,1.5,0.4,0.3,0.2,0.6,1.1,3.8
Kevin Knox,PF-SF,23,TOT,48,1,12.9,1.8,3.9,.465,0.9,2.5,.358,0.9,1.4,.662,.581,0.6,0.7,.800,0.5,1.9,2.3,0.3,0.3,0.3,0.7,1.6,5.1
Kevin Knox,PF,23,DET,42,1,14.1,2.0,4.3,.469,1.0,2.8,.371,1.0,1.5,.651,.589,0.6,0.8,.788,0.5,2.1,2.6,0.4,0.3,0.3,0.8,1.8,5.6
Kevin Knox,SF,23,POR,6,0,4.3,0.3,1.0,.333,0.0,0.7,.000,0.3,0.3,1.000,.333,0.3,0.3,1.000,0.3,0.3,0.7,0.0,0.0,0.0,0.0,0.8,1.0
Christian Koloko,C,22,TOR,46,19,14.4,1.3,2.7,.484,0.0,0.2,.111,1.3,2.5,.513,.488,0.8,1.2,.660,1.5,1.7,3.2,0.5,0.3,1.0,0.4,2.4,3.4
John Konchar,SG,26,MEM,54,22,21.7,2.1,4.9,.432,1.0,2.7,.361,1.1,2.2,.521,.532,0.4,0.5,.857,0.9,3.7,4.5,1.4,1.0,0.3,0.5,1.5,5.6
Furkan Korkmaz,SG,25,PHI,25,0,10.2,1.3,3.1,.410,0.5,1.4,.343,0.8,1.7,.465,.487,0.8,1.2,.655,0.2,0.9,1.2,0.7,0.2,0.1,0.6,0.4,3.8
Luke Kornet,C,27,BOS,54,0,11.4,1.6,2.3,.697,0.1,0.2,.333,1.5,2.1,.726,.709,0.5,0.6,.853,1.2,1.6,2.8,0.7,0.2,0.7,0.4,1.3,3.7
Vit Krejci,PG,22,ATL,22,0,5.5,0.5,1.3,.379,0.2,0.8,.278,0.3,0.5,.545,.466,0.0,0.1,.500,0.1,0.5,0.6,0.5,0.1,0.0,0.2,0.5,1.3
Jonathan Kuminga,PF,20,GSW,52,11,20.2,3.6,7.1,.504,0.7,2.1,.345,2.8,4.9,.572,.556,1.2,1.9,.653,0.9,2.3,3.3,1.8,0.6,0.4,1.5,2.3,9.1
Kyle Kuzma,PF,27,WAS,57,57,35.1,8.1,18.2,.445,2.6,7.7,.333,5.5,10.5,.527,.515,2.7,3.7,.723,0.9,6.4,7.4,3.8,0.5,0.5,2.9,2.3,21.5
Anthony Lamb,SF,25,GSW,49,3,20.0,2.5,5.3,.477,1.3,3.4,.379,1.2,1.9,.659,.600,0.7,0.9,.733,0.9,2.5,3.4,1.7,0.5,0.3,0.9,2.3,7.0
Jock Landale,C,27,PHO,55,3,14.3,2.5,4.8,.508,0.3,1.4,.244,2.1,3.4,.617,.543,1.3,1.7,.768,1.8,2.4,4.1,0.9,0.3,0.5,0.9,1.8,6.6
Romeo Langford,SG,23,SAS,32,19,20.2,3.1,6.4,.490,0.4,1.4,.283,2.7,4.9,.551,.522,0.8,1.2,.649,1.4,1.4,2.9,1.3,0.5,0.3,0.7,1.7,7.4
Jake LaRavia,PF,21,MEM,32,0,12.1,1.1,2.8,.393,0.7,2.0,.338,0.4,0.8,.542,.517,0.2,0.3,.778,0.5,1.3,1.9,0.7,0.4,0.1,0.6,1.5,3.1
Zach LaVine,SG,27,CHI,60,60,35.9,8.5,17.8,.475,2.8,7.3,.377,5.7,10.5,.543,.552,4.7,5.6,.844,0.6,4.2,4.7,4.0,1.0,0.2,2.6,2.2,24.4
A.J. Lawson,SG,22,TOT,13,0,4.8,1.0,2.0,.500,0.5,1.2,.438,0.5,0.8,.600,.635,0.1,0.2,.333,0.2,0.6,0.8,0.1,0.1,0.0,0.1,0.6,2.6
A.J. Lawson,SG,22,MIN,1,0,2.0,1.0,1.0,1.000,0.0,0.0,0,1.0,1.0,1.000,1.000,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
A.J. Lawson,SG,22,DAL,12,0,5.1,1.0,2.1,.480,0.6,1.3,.438,0.4,0.8,.556,.620,0.1,0.3,.333,0.2,0.6,0.8,0.1,0.1,0.0,0.1,0.6,2.7
Damion Lee,SG,30,PHO,64,5,21.6,2.8,6.4,.441,1.6,3.6,.439,1.2,2.8,.444,.565,1.4,1.5,.909,0.5,2.6,3.1,1.5,0.4,0.1,1.1,1.6,8.6
Saben Lee,PG,23,TOT,21,0,14.1,1.8,4.0,.440,0.3,0.9,.368,1.4,3.1,.462,.482,1.6,2.1,.756,0.5,1.2,1.7,2.6,0.7,0.0,1.1,1.3,5.5
Saben Lee,PG,23,PHI,2,0,5.0,1.5,2.0,.750,0.0,0.5,.000,1.5,1.5,1.000,.750,0.0,0.0,0,0.0,0.0,0.0,1.0,0.5,0.0,1.5,0.5,3.0
Saben Lee,PG,23,PHO,19,0,15.1,1.8,4.2,.425,0.4,0.9,.389,1.4,3.3,.435,.469,1.8,2.4,.756,0.5,1.4,1.9,2.8,0.7,0.1,1.1,1.4,5.7
Alex Len,C,29,SAC,14,1,3.4,0.4,0.7,.500,0.0,0.1,.000,0.4,0.6,.556,.500,0.2,0.3,.750,0.3,0.8,1.1,0.4,0.0,0.0,0.4,0.7,0.9
Kawhi Leonard,SF,31,LAC,38,36,33.1,8.3,16.4,.509,1.9,4.5,.413,6.5,11.9,.545,.566,4.4,5.1,.866,1.1,5.0,6.1,3.9,1.4,0.6,1.6,1.6,23.0
Meyers Leonard,C,30,MIL,4,0,6.8,0.8,2.0,.375,0.8,1.8,.429,0.0,0.3,.000,.563,0.5,0.5,1.000,0.5,1.5,2.0,0.0,0.3,0.0,0.3,1.0,2.8
Caris LeVert,SG,28,CLE,59,26,30.0,4.2,10.1,.411,1.5,4.2,.355,2.7,6.0,.450,.484,1.7,2.4,.720,0.7,3.2,3.9,4.0,0.8,0.2,1.6,2.2,11.6
Kira Lewis Jr.,PG,21,NOP,17,0,10.6,2.0,3.9,.507,0.8,1.5,.520,1.2,2.5,.500,.604,0.9,0.9,.938,0.3,1.5,1.8,0.9,0.4,0.1,0.5,1.2,5.6
Damian Lillard,PG,32,POR,50,50,36.3,9.8,20.7,.472,4.3,11.2,.379,5.5,9.4,.584,.576,8.5,9.3,.920,0.7,3.7,4.4,7.1,0.9,0.3,3.2,1.9,32.3
Nassir Little,SF,22,POR,42,2,17.2,2.3,5.0,.467,1.1,2.8,.405,1.2,2.2,.543,.579,0.5,0.8,.657,0.5,2.1,2.6,0.9,0.4,0.4,0.5,1.1,6.3
Isaiah Livers,PF,24,DET,40,10,21.0,1.9,4.6,.407,1.3,3.5,.369,0.6,1.0,.537,.549,0.6,0.7,.786,0.5,1.8,2.3,0.6,0.5,0.6,0.6,1.9,5.6
Kenneth Lofton Jr.,PF,20,MEM,11,0,3.5,0.7,1.9,.381,0.0,0.4,.000,0.7,1.5,.471,.381,0.3,0.5,.600,0.1,0.4,0.5,0.6,0.1,0.0,0.2,0.5,1.7
Kevon Looney,C,26,GSW,64,57,23.5,3.0,4.5,.667,0.0,0.0,.000,3.0,4.5,.669,.667,1.1,1.8,.612,3.1,6.0,9.1,2.5,0.5,0.6,0.5,2.9,7.1
Brook Lopez,C,34,MIL,61,61,30.3,5.6,11.0,.510,1.8,4.9,.377,3.8,6.1,.616,.594,1.6,2.1,.763,2.0,4.6,6.6,1.2,0.5,2.4,1.4,2.5,14.7
Robin Lopez,C,34,CLE,32,1,7.7,1.2,1.8,.655,0.1,0.1,.667,1.1,1.7,.655,.672,0.4,0.5,.750,0.6,0.7,1.3,0.4,0.0,0.1,0.7,1.0,2.8
Kevin Love,PF,34,TOT,46,8,20.4,2.7,6.9,.389,1.6,4.8,.342,1.1,2.2,.490,.506,1.4,1.5,.887,1.0,5.9,6.9,1.9,0.2,0.2,1.1,1.7,8.4
Kevin Love,PF,34,CLE,41,3,20.0,2.7,7.0,.389,1.7,4.8,.354,1.0,2.2,.467,.511,1.4,1.5,.889,1.0,5.8,6.8,1.9,0.2,0.2,1.1,1.6,8.5
Kevin Love,PF,34,MIA,5,5,23.2,2.6,6.8,.382,1.2,4.8,.250,1.4,2.0,.700,.471,1.4,1.6,.875,1.0,6.8,7.8,2.0,0.4,0.4,0.6,2.2,7.8
Kyle Lowry,PG,36,MIA,44,44,33.3,3.8,9.7,.396,2.0,6.1,.333,1.8,3.6,.503,.501,2.3,2.7,.855,0.9,3.5,4.3,5.3,1.1,0.4,2.0,2.8,12.0
Trey Lyles,PF,27,SAC,56,0,16.3,2.5,5.3,.477,1.1,3.1,.368,1.4,2.3,.622,.582,1.3,1.6,.802,0.9,2.8,3.8,0.9,0.4,0.5,0.8,1.3,7.5
Théo Maledon,PG,21,CHO,36,1,16.1,1.8,4.4,.414,0.6,1.8,.333,1.2,2.6,.468,.481,1.4,1.6,.875,0.3,2.1,2.4,2.4,0.8,0.2,1.0,1.0,5.6
Sandro Mamukelashvili,C,23,MIL,24,0,9.0,0.8,2.4,.328,0.3,1.3,.219,0.5,1.1,.462,.388,0.5,0.8,.667,0.8,1.6,2.3,0.7,0.2,0.2,0.4,0.8,2.4
Terance Mann,SG,26,LAC,65,35,23.4,3.5,6.6,.525,1.0,2.5,.394,2.5,4.2,.603,.598,1.1,1.4,.775,1.0,2.7,3.6,2.2,0.5,0.3,1.0,1.9,9.0
Tre Mann,PG,21,OKC,57,4,18.0,3.0,7.7,.386,1.3,4.0,.313,1.7,3.7,.467,.468,0.6,0.8,.733,0.4,1.9,2.3,1.7,0.6,0.2,0.9,1.5,7.8
Boban Marjanović,C,34,HOU,22,0,4.5,1.3,1.9,.683,0.0,0.0,.000,1.3,1.8,.700,.683,0.8,1.0,.783,0.5,1.0,1.5,0.2,0.0,0.0,0.3,0.2,3.4
Lauri Markkanen,SF,25,UTA,58,58,34.3,8.5,16.7,.510,3.0,7.4,.405,5.5,9.2,.595,.600,5.2,5.9,.875,1.9,6.7,8.6,1.8,0.6,0.6,1.9,2.1,25.2
Naji Marshall,SF,25,NOP,59,19,24.7,3.4,7.8,.429,1.0,3.1,.313,2.4,4.7,.504,.490,1.9,2.4,.780,0.7,3.0,3.7,2.5,0.8,0.2,1.2,1.5,9.5
Caleb Martin,PF,27,MIA,54,49,29.9,3.7,8.2,.456,1.3,3.6,.364,2.4,4.6,.528,.536,1.3,1.6,.782,1.3,3.7,5.0,1.6,1.0,0.4,1.1,2.1,10.1
Cody Martin,SF,27,CHO,7,0,19.1,2.0,5.1,.389,0.4,2.0,.214,1.6,3.1,.500,.431,0.6,1.0,.571,1.1,2.3,3.4,1.6,0.6,0.1,0.3,1.9,5.0
Kenyon Martin Jr.,SF,22,HOU,62,29,26.7,4.7,8.4,.561,0.9,2.7,.317,3.9,5.7,.676,.612,1.7,2.5,.658,1.5,4.1,5.6,1.5,0.5,0.4,1.1,1.8,12.0
Tyrese Martin,SG,23,ATL,13,0,3.5,0.5,1.2,.375,0.1,0.4,.200,0.4,0.8,.455,.406,0.2,0.2,1.000,0.2,0.3,0.5,0.0,0.1,0.0,0.1,0.2,1.2
Garrison Mathews,SG,26,TOT,47,0,12.9,1.3,3.6,.357,1.1,3.3,.346,0.1,0.3,.467,.515,0.9,1.0,.911,0.2,1.1,1.3,0.5,0.5,0.1,0.4,1.2,4.6
Garrison Mathews,SG,26,HOU,45,0,13.4,1.3,3.8,.353,1.2,3.4,.342,0.2,0.3,.467,.509,0.9,1.0,.911,0.2,1.2,1.4,0.5,0.5,0.1,0.4,1.2,4.8
Garrison Mathews,SG,26,ATL,2,0,3.0,0.5,0.5,1.000,0.5,0.5,1.000,0.0,0.0,0,1.500,0.0,0.0,0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.5
Bennedict Mathurin,SF,20,IND,64,6,28.0,5.4,12.5,.428,1.4,4.3,.324,4.0,8.3,.482,.483,4.8,5.8,.830,1.1,3.0,4.1,1.4,0.6,0.1,1.8,2.1,16.9
Wesley Matthews,SG,36,MIL,39,0,15.6,1.0,3.0,.331,0.8,2.4,.326,0.2,0.6,.348,.462,0.4,0.5,.850,0.8,1.5,2.2,0.5,0.4,0.3,0.4,1.4,3.2
Tyrese Maxey,SG,22,PHI,43,24,32.7,7.2,15.7,.459,2.3,5.9,.395,4.9,9.8,.498,.533,3.1,3.8,.817,0.4,2.4,2.8,3.6,0.8,0.1,1.3,2.2,19.9
Miles McBride,PG,22,NYK,50,2,12.0,1.1,3.3,.335,0.6,2.1,.286,0.5,1.2,.424,.427,0.4,0.6,.688,0.2,0.6,0.8,1.1,0.5,0.0,0.4,0.9,3.2
CJ McCollum,SG,31,NOP,57,57,35.1,7.9,18.2,.434,2.8,7.4,.375,5.1,10.8,.474,.510,2.5,3.2,.800,0.8,3.5,4.3,5.9,0.9,0.6,2.6,2.0,21.1
T.J. McConnell,PG,30,IND,61,6,19.7,3.3,6.4,.524,0.3,0.7,.419,3.0,5.7,.538,.548,0.7,0.8,.837,0.6,2.4,3.0,5.0,1.0,0.1,1.8,1.3,7.7
